,Word,NumberOfMeanings,POS,Term1,Term2,Term3,Term4,Term5,Term6,Unnamed: 9
14517,secret,14,(noun),mystery,enigma,closed book,perplexity (generic term),,,
14518,secretary,4,(noun),head (generic term),chief (generic term),top dog (generic term),,,,
14519,secretary,4,(noun),secretarial assistant,assistant (generic term),helper (generic term),help (generic term),supporter (generic term),,
14520,secretary,4,(noun),repository,confidant (generic term),intimate (generic term),,,,
14521,secretary,4,(noun),writing table,escritoire,secretaire,desk (generic term),,,
14522,section,14,(noun),subdivision,writing (generic term),written material (generic term),piece of writing (generic term),music (generic term),,
14523,section,14,(noun),slice (generic term),,,,,,
14524,section,14,(noun),area (generic term),country (generic term),,,,,
14525,section,14,(noun),segment,part (generic term),portion (generic term),,,,
14526,section,14,(noun),team (generic term),squad (generic term),,,,,
14527,section,14,(noun),part,division,concept (generic term),conception (generic term),construct (generic term),,
14528,section,14,(noun),square mile (generic term),,,,,,
14529,section,14,(noun),plane section,area (generic term),expanse (generic term),surface area (generic term),,,
14530,section,14,(noun),musical organization (generic term),musical organisation (generic term),musical group (generic term),,,,
14531,section,14,(noun),army unit (generic term),,,,,,
14532,section,14,(noun),department,division (generic term),,,,,
14533,section,14,(noun),segment (generic term),,,,,,
14534,section,14,(noun),incision,surgical incision,cut (generic term),cutting (generic term),,,
14535,section,14,(verb),segment,separate (generic term),divide (generic term),part (generic term),,,
14536,sector,6,(noun),plane figure (generic term),two-dimensional figure (generic term),,,,,
14537,sector,6,(noun),body (generic term),,,,,,
14538,sector,6,(noun),sphere,aspect (generic term),facet (generic term),,,,
14539,sector,6,(noun),computer memory unit (generic term),,,,,,
14540,sector,6,(noun),tract (generic term),piece of land (generic term),piece of ground (generic term),parcel of land (generic term),parcel (generic term),,
14541,sector,6,(noun),measuring instrument (generic term),measuring system (generic term),measuring device (generic term),,,,
14542,secure,12,(adj),unafraid,untroubled,insecure (antonym),,,,
14543,secure,12,(adj),assured (similar term),bonded (similar term),guaranteed (similar term),secured (similar term),warranted (similar term),certified (similar term),
14544,secure,12,(adj),protected,bastioned (similar term),fortified (similar term),battlemented (similar term),burglarproof (similar term),covert (similar term),
14545,secure,12,(adj),steady (similar term),tight (similar term),fixed (related term),insecure (antonym),,,
14546,secure,12,(adj),impregnable,inviolable,strong,unassailable,unattackable,invulnerable (similar term),
14547,secure,12,(adj),dependable,good,safe,sound (similar term),,,
14548,secure,12,(verb),procure,obtain (generic term),,,,,
14549,secure,12,(verb),fasten,fix,attach (generic term),unfasten (antonym),,,
14550,secure,12,(verb),guarantee (generic term),vouch (generic term),,,,,
14551,secure,12,(verb),guarantee,ensure,insure,assure,,,
14552,secure,12,(verb),plug,stop up,close (generic term),fill up (generic term),,,
14553,secure,12,(verb),batten,batten down,strengthen (generic term),beef up (generic term),fortify (generic term),,
14554,security,9,(noun),safety (generic term),insecurity (antonym),,,,,
14555,security,9,(noun),certificate,legal document (generic term),legal instrument (generic term),official document (generic term),instrument (generic term),,
14556,security,9,(noun),security department,department (generic term),section (generic term),,,,
14557,security,9,(noun),security measures,precaution (generic term),safeguard (generic term),guard (generic term),,,
14558,security,9,(noun),protection,assets (generic term),,,,,
14559,security,9,(noun),fearlessness (generic term),bravery (generic term),,,,,
14560,security,9,(noun),security system,security measure,electrical device (generic term),,,,
14561,security,9,(noun),surety,transferred property (generic term),transferred possession (generic term),,,,
14562,security,9,(noun),surety,guarantee (generic term),warrant (generic term),warrantee (generic term),warranty (generic term),,
14563,see,25,(noun),seat (generic term),,,,,,
14564,see,25,(verb),perceive (generic term),comprehend (generic term),,,,,
14565,see,25,(verb),understand,realize,realise,,,,
14566,see,25,(verb),witness,find,experience (generic term),undergo (generic term),see (generic term),go through (generic term),
14567,see,25,(verb),visualize,visualise,envision,project,fancy,figure,
14568,see,25,(verb),consider,reckon,view,regard,think (generic term),believe (generic term),
14569,see,25,(verb),learn,hear,get word,get wind,pick up,find out,
14570,see,25,(verb),watch,view,catch,take in,watch (generic term),,
14571,see,25,(verb),determine,check,find out,ascertain,watch,learn,
14572,see,25,(verb),meet,run into,encounter,run across,come across,,
14573,see,25,(verb),check,insure,see to it,ensure,control,ascertain,
14574,see,25,(verb),visit (generic term),call in (generic term),call (generic term),,,,
14575,see,25,(verb),visit (generic term),call in (generic term),call (generic term),,,,
14576,see,25,(verb),visit,tour (generic term),,,,,
14577,see,25,(verb),attend,take care,look,care (generic term),give care (generic term),,
14578,see,25,(verb),receive (generic term),take in (generic term),invite (generic term),,,,
14579,see,25,(verb),go steady,go out,date,consort (generic term),associate (generic term),affiliate (generic term),
14580,see,25,(verb),see (generic term),,,,,,
14581,see,25,(verb),consider (generic term),debate (generic term),moot (generic term),turn over (generic term),deliberate (generic term),,
14582,see,25,(verb),detect (generic term),observe (generic term),find (generic term),discover (generic term),notice (generic term),,
14583,see,25,(verb),examine,,,,,,
14584,see,25,(verb),experience,undergo,go through,participate (generic term),take part (generic term),,
14585,see,25,(verb),escort,accompany (generic term),,,,,
14586,see,25,(verb),bet (generic term),wager (generic term),play (generic term),,,,
14587,see,25,(verb),interpret,construe,understand (generic term),construe with (related term),,,
14588,seed,13,(noun),fruit (generic term),,,,,,
14589,seed,13,(noun),ovule (generic term),,,,,,
14590,seed,13,(noun),seeded player,player (generic term),participant (generic term),,,,
14591,seed,13,(noun),source,germ,inspiration (generic term),,,,
14592,seed,13,(noun),semen,seminal fluid,ejaculate,liquid body substance (generic term),bodily fluid (generic term),body fluid (generic term),
14593,seed,13,(verb),spill (generic term),shed (generic term),disgorge (generic term),,,,
14594,seed,13,(verb),finance (generic term),,,,,,
14595,seed,13,(verb),bear (generic term),turn out (generic term),,,,,
14596,seed,13,(verb),sow,sough,put (generic term),set (generic term),place (generic term),pose (generic term),
14597,seed,13,(verb),rate (generic term),rank (generic term),range (generic term),order (generic term),grade (generic term),place (generic term),
14598,seed,13,(verb),process (generic term),treat (generic term),,,,,
14599,seed,13,(verb),inoculate (generic term),,,,,,
14600,seed,13,(verb),remove (generic term),take (generic term),take away (generic term),withdraw (generic term),,,
14601,seek,6,(noun),movement (generic term),motion (generic term),,,,,
14602,seek,6,(verb),desire (generic term),want (generic term),,,,,
14603,seek,6,(verb),search,look for,,,,,
14604,seek,6,(verb),try,attempt,essay,assay,act (generic term),move (generic term),
14605,seek,6,(verb),travel (generic term),go (generic term),move (generic term),locomote (generic term),,,
14606,seek,6,(verb),request (generic term),,,,,,
14607,seem,4,(verb),look,appear,be (generic term),,,,
14608,seem,4,(verb),appear,be (generic term),,,,,
14609,seem,4,(verb),be (generic term),,,,,,
14610,seem,4,(verb),appear (generic term),seem (generic term),,,,,
14611,segment,4,(noun),section,part (generic term),portion (generic term),,,,
14612,segment,4,(noun),part (generic term),piece (generic term),,,,,
14613,segment,4,(verb),section,separate (generic term),divide (generic term),part (generic term),,,
14614,segment,4,(verb),separate (generic term),divide (generic term),part (generic term),,,,
14615,seize,8,(verb),prehend,clutch,take (generic term),get hold of (generic term),,,
14616,seize,8,(verb),take (generic term),get hold of (generic term),,,,,
14617,seize,8,(verb),appropriate,capture,conquer,assume (generic term),usurp (generic term),seize (generic term),
14618,seize,8,(verb),impound,attach,sequester,confiscate,take (generic term),,
14619,seize,8,(verb),assume,usurp,take over,arrogate,take (generic term),,
14620,seize,8,(verb),hook (generic term),,,,,,
14621,seize,8,(verb),clutch,get hold of,overwhelm (generic term),overpower (generic term),sweep over (generic term),whelm (generic term),
14622,seize,8,(verb),grab,intrigue (generic term),fascinate (generic term),,,,
14623,select,3,(adj),choice,prime,prize,quality,superior (similar term),,
14624,select,3,(adj),blue-ribbon,superior (similar term),,,,,
14625,select,3,(verb),choose,take,pick out,decide (generic term),make up one's mind (generic term),determine (generic term),
14626,selection,5,(noun),choice,option,pick,action (generic term),,,
14627,selection,5,(noun),assortment (generic term),mixture (generic term),mixed bag (generic term),miscellany (generic term),miscellanea (generic term),variety (generic term),
14628,selection,5,(noun),choice,pick,decision making (generic term),deciding (generic term),,,
14629,selection,5,(noun),survival,survival of the fittest,natural selection,natural process (generic term),natural action (generic term),action (generic term),
14630,selection,5,(noun),excerpt,excerption,extract,passage (generic term),,,
14631,self,3,(adj),person,individual,someone,somebody,mortal,soul (related term),
14632,self,3,(noun),ego,consciousness (generic term),,,,,
14633,self,3,(noun),person (generic term),individual (generic term),someone (generic term),somebody (generic term),mortal (generic term),soul (generic term),
14634,sell,9,(noun),sale (generic term),,,,,,
14635,sell,9,(verb),exchange (generic term),change (generic term),interchange (generic term),buy (antonym),,,
14636,sell,9,(verb),be (generic term),,,,,,
14637,sell,9,(verb),deal,trade,transact (generic term),deal out (related term),trade (related term),,
14638,sell,9,(verb),persuade (generic term),,,,,,
14639,sell,9,(verb),surrender (generic term),cede (generic term),deliver (generic term),give up (generic term),,,
14640,sell,9,(verb),betray,deceive (generic term),lead on (generic term),delude (generic term),cozen (generic term),,
14641,sell,9,(verb),be (generic term),,,,,,
14642,sell,9,(verb),be (generic term),,,,,,
14643,senator,1,(noun),legislator (generic term),,,,,,
14644,send,8,(verb),direct,move (generic term),displace (generic term),send away (related term),send away (related term),,
14645,send,8,(verb),send out,transmit (generic term),transfer (generic term),transport (generic term),channel (generic term),channelize (generic term),
14646,send,8,(verb),mail,post,transfer (generic term),,,,
14647,send,8,(verb),transport,ship,move (generic term),displace (generic term),send on (related term),send off (related term),
14648,send,8,(verb),station,post,base,place,move (generic term),displace (generic term),
14649,send,8,(verb),get off,send off,transfer (generic term),,,,
14650,send,8,(verb),commit,institutionalize,institutionalise,charge,transfer (generic term),,
14651,send,8,(verb),air,broadcast,beam,transmit,publicize (generic term),publicise (generic term),
14652,senior,5,(adj),elder (similar term),older (similar term),sr. (similar term),major (similar term),precedential (similar term),ranking (similar term),
